,video_id,comments
199,tbZOdN7SxNk,"['Ego is also a decision making component of personality', ""Hasn't he clarified the reason for not running ads on his videos in this season ?"", 'Nythokgo ng sir', 'I get amazed whenever I watch you and listen to you. You are extraordinary. Always, I look upon you as of my Guru and I feel very proud in saying you my Guru...', 'If you are happy all are will be happy❤❤❤', 'Very well explained how to deal with internal conflicts!', '👍👍👍👍👍', 'Sir suside krne ka man krta h \nApni gf ko kisi aur k sath nhi dekh pa raha hu bahut yaad aati h uski \nAur shadi ho gai h uski', 'Ham magke vi Khana sakyte he 🤣😂', 'inki koi Instagram ID btado. 🙂', 'It is all about 70% genetics behaviour.. 30% learning from society ..nothing els', ""I don't like mdm way of  explanation..."", ""Can't believe this is freee🎉🎉🎉"", 'Who is this smart.x beautiful lady🎉.   Please answer it @sandeep maheshwaro❤', '2k23 attendance please', 'Sandeep sir bolne ka mauka hi nahi dete apne podcast pe bulake apne ki thoughts unhe bata rahe he', 'Ego means I, MY, ME', 'Informative 🔥', 'Whats the final conclusion? \n1.we have to define what do we need in order to have less pressure\n2.there is no concept of ego thoughts are the ones who control us\n3.ego cannot be managed\n4.Ed, ego, superego are defined to understand the situation through bifurcation of these three\n5.ego:sense of I ex:my goals, my thoughts, my health', 'Ego is the answer to the question WHO am I?']"
200,mAAE51L5PnA,"['❤❤', 'Khi baar conflict m murder bhi ho jata uska kya solution h?!!', 'Conclusion of this video :- \n Ignore नम: स्वाहा', 'সেয়ে আপোনাৰ ওচৰত নিজকে সমৰ্পিত কৰিছোঁ ঈশ্বৰৰ মৰ্যাদা দিয়াও সন্মান প্ৰদান কৰিছোঁ বন্ধু আৰু আপোনাৰ লগত জড়িত হৈ থাকিম গতিকে আমি দুয়ো অসমীয়া ভাষাত লিখা হৈছিল এইটো এটা বেবসাই কৰা হৈছে এই পৃথীবিত সকলোৰে মাজত নিবনোৱা সমস্যা সমাধান বিচাৰি পায়ছো এই পৃথীবিত সকলোৰে বাবে বাঞ্ছনীয় সেয়ে এমোৱে বেবসাইৰ প্ৰতি সকলোকে অভিভূত কৰোঁ খুব সুন্দৰ কাম আৰম্ভ কৰা হৈছে মানুহৰ জীৱনটো সলনি কৰিলে আপুনিয়েই মোক কেতিয়াও অকলশৰীয়া অনুভৱ কৰিবলে নিদিব কেতিয়াও পাহৰিব নোৱাৰিব বুলি ভাবিছোঁ কাৰণ আছিল গতিশীল জীৱনৰ সৈতে বন্ধুত্ব কৰিছোঁ সঁচাই এনে এজন বন্ধু যাৰ ওচৰত হৃদয়খন সপি দি সুখী অনূভব কৰিছোঁ সঁচাই এনে এজন বন্ধু যাৰ ওচৰত হৃদয়কথা খুলি কব পাৰি মনৰ ভাব প্ৰকাশ কৰিছোঁ মোৰ নাম গীতা ৰাণী শৰ্মা মোৰ ঘৰ বিশ্বনাথ চাৰিআলি কোচ গাওঁত এই বেবসাইটো পুণৰ উজ্বিবিত হৈ পৰে যে এজন ব্যক্তিত্ব সম্পন্ন বন্ধু চন্দিপ মহেশ্বৰি জীৰ লগলাগি ধৰ্ম বৰ্ণ নিৰ্বিশেষে সকলোকে দিনটোৰ আজৰি সময়খিনি সমগ্ৰ বিশ্ববাসীক পৰিচয় কৰাই দিয়াৰ লগতে সমগ্ৰ বিশ্ববাসীক নিস্বাৰ্থ প্ৰয়াস কৰিছোঁ সঁচাই এনে এজন বন্ধু যাৰ ওচৰত ক্ৰিয়া সম্পাদন কৰা হৈছে মানুহৰ মাজত থকা সপোন বোৰ পূৰণ কৰিবলৈ সক্ষম কৰিছে মই আপোনাক ভাল পাওঁ আপুনি মোৰ মৰমৰ শ্ৰদ্ধাৰ ভক্তি সন্মান বিশ্বাস প্ৰতিক ৰূপে গণ্য কৰিছোঁ আপোনাক ধন্যবাদ জ্ঞাপন কৰিছোঁ বন্ধু।', 'thank you', '00:00 introduction \n00:21 types of conflict', '00:00 introduction', 'You are the biggest value addition to the entire human race...❣', 'What a gem I am watching every day ❤❤', '31:05', '3 episodes dekhe lagta hei guest ko sunne ke liye bulaya hei', 'Sir jo guest hei use to bolne de.', ""Sir most of your lecture I listened, it's close to Islamic philosophy.   Mujhe aesa lagta ha jaise aap Islam ko define krte Apne hr lecture ma ... If you try to know what is nafs in Islam and the type of nafs in details."", 'Does anyone know the name of this Lady,want to see if she also there in YouTube and having some valuable content like this one ?', '26:30', '21:40', 'Mujhe q yeh psychologist ki bateh bacho jese lagrahi heh', 'Very nice', '35:15', '🔥🔥🔥']"
201,9RWWK2pL2LY,"['What if I don\'t know ""WHAT IS MY INTEREST"" ?', 'I agree mam 🙏', 'Yee chori bhii nu sochti hogi mei itna q padhi .।! 😂🤣 \nPHD mei sara paise barbad.!! 😂😂\nAur yo hmara gurujii mahan haan..!! 🙌😂😂', 'Great explained Sandeep sir.', 'Sandeep maheshwari is so illogical about education and jobs', 'Thank you ❤', 'Fun fact:- I am watching this video after procrastinating to watch this video since the day it was released.', ""The real thing is a person can do anything in his life but the real thing is he doesn't know what he wants to do."", 'True psychologist always listen only....', '*that psychologist in the whole session be like : To mujhe kyun bulaya...*', 'Thank you', 'Summary 29:45', ""এনিমেছনৰ এটা বেবসাই হৈ পৰে যে কেৱল প্ৰাকৃতিক ভাৱে ইটোৰ ওপৰত বিশেষভাবে গুৰুত্ব দিওঁ এতিয়া অন্তত মোৰ একো ভুল বুলি ক'ব নোৱাৰে তেন্তে মোৰ মৰমৰ শ্ৰদ্ধাৰ ভক্তি সন্মান বিশ্বাস প্ৰতিক হৈছে এটি নতুন বিষয় উপস্থাপন কৰা হৈছে এই পৃথীবিত সকলোৰে দৃষ্টি আকৰ্ষণ কৰোঁ খুব সুন্দৰ নিদৰ্শন দাঙি ধৰিব পৰা যায় আৰু দুয়ো একেলগে বেবসাইটো আগবঢ়ায় নিবপাৰিম আপুনি আৰম্ভ কৰিছিল গতিকে দুয়ো বন্ধুৱে মিলি কাম আৰম্ভ কৰা হৈছে মানুহৰ মাজত থকা সপোন বোৰ পূৰণ কৰিবলৈ সক্ষম কৰিছে যে এজন ব্যক্তিত্ব সম্পন্ন বন্ধু চন্দিপ মহেশ্বৰি জীৰ লগলাগি ধৰ্ম বৰ্ণ নিৰ্বিশেষে সকলোকে দিনটোৰ আজৰি সময়খিনি এই বেবসাইটো নিজৰ বুদ্ধি প্ৰয়োগ কৰিবলৈ সক্ষম কৰিছে মই আপোনাক ভাল পাওঁ আপুনি মোৰ মৰমৰ শ্ৰদ্ধাৰ ভক্তি সন্মান বিশ্বাস প্ৰতিক ৰূপে গণ্য কৰিছোঁ আপোনাক ধন্যবাদ জ্ঞাপন কৰিছোঁ বন্ধু।"", 'সেয়ে আপোনাৰ ওচৰত নিজকে সমৰ্পিত কৰিছোঁ ঈশ্বৰৰ মৰ্যাদা দিয়াও সন্মান প্ৰদান কৰিছোঁ বন্ধু আৰু আপোনাৰ লগত জড়িত হৈ থাকিম গতিকে আমি দুয়ো অসমীয়া ভাষাত লিখা হৈছিল এইটো এটা বেবসাই কৰা হৈছে এই পৃথীবিত সকলোৰে মাজত নিবনোৱা সমস্যা সমাধান বিচাৰি পায়ছো এই পৃথীবিত সকলোৰে বাবে বাঞ্ছনীয় সেয়ে এমোৱে বেবসাইৰ প্ৰতি সকলোকে অভিভূত কৰোঁ খুব সুন্দৰ কাম আৰম্ভ কৰা হৈছে মানুহৰ মাজত আত্মবিশ্বাস দেখি বৰ ভাল লাগিছে আশা কৰোঁ অসমীয়া ভাষাত লিখা এই বেবসাইটো পুণৰ উজ্বিবিত হৈ পৰে যে এজন ব্যক্তিত্ব সম্পন্ন বন্ধু চন্দিপ মহেশ্বৰি জীৰ লগলাগি গঠন কৰাৰ উদ্দেশ্যে তেওঁ কয় যে এজন ব্যক্তিত্ব সম্পন্ন বন্ধু চন্দিপ মহেশ্বৰি জীৰ লগলাগি ধৰ্ম বৰ্ণ নিৰ্বিশেষে সকলোকে দিনটোৰ আজৰি সময়খিনি এই বেবসাইটো নিজৰ বুদ্ধি প্ৰয়োগ কৰিবলৈ সক্ষম কৰিছে মই আপোনাক ভাল পাওঁ আপুনি মোৰ মৰমৰ শ্ৰদ্ধাৰ ভক্তি সন্মান বিশ্বাস প্ৰতিক ৰূপে গণ্য কৰিছোঁ সঁচাই আপুনি মহান স্বাক্ষৰ কৰিবলৈ সক্ষম কৰিছে যে সকলোৱে মিটিঙ এটেণট কৰিবলাগে আপোনালোক সকলোলৈকে গীতা ৰাণী শৰ্মাৰ ফালৰপৰা বহুত বহুত ধন্যবাদ জ্ঞাপন কৰিছোঁ ইতিবাচক সঁহাৰি দিয়াৰ লগতে সমগ্ৰ বিশ্ববাসীক পৰিচয় কৰাই দিয়াৰ লগতে সমগ্ৰ বিশ্ববাসীক নিস্বাৰ্থ প্ৰয়াস কৰিছোঁ সঁচাই এনে এজন বন্ধু যাৰ ওচৰত হৃদয়খন সপি দি সুখী অনূভব কৰিছোঁ সঁচাই এনে এজন বন্ধু যাৰ ওচৰত হৃদয়কথা খুলি কব পাৰি মনৰ আবেগ অনুভূতি বোৰৰ প্ৰতি ও লক্ষ্য ৰাখি দৰকাৰী সকলো বোৰ সন্নিবিষ্ট কৰিব পাৰিম বুলিয়ে আশা কৰিছোঁ বন্ধু আৰু আপোনাৰ লগত জড়িত হৈ থাকিম গতিকে আমি দুয়ো বন্ধুৱে মিলি কাম আৰম্ভ কৰা হৈছে মানুহৰ মাজত থকা সপোন বোৰ পূৰণ কৰিবলৈ সক্ষম কৰিছে যে সকলোৱে তেওঁৰ লগতেই থাকিব লাগে তেতিয়া নানান অসুখ ভাল হয় চন্দিপ মহেশ্বৰি জীয়ে মোক শিকাইছে অভয় হৈ থাকিম আপোনাক ধন্যবাদ জ্ঞাপন কৰিছোঁ বন্ধু।', 'I have a question plz guys share your thoughts on it that when our education has startee we were to young to speak for ourself more than that we are not capable of comprehending latern on life late means in terms of the monry our parents spend on us a lot. Even we find our intrest then hoe to pursue it.', 'Thank you sir from butom of my heart. I really need this season.', 'Thanku so much sir.. I am feeling very lightly after listening this❤❤❤❤ thanku so much sir😍', ""I'm very interested in creativity. I draw, paint, I am interested in photography and I want to have a career which is involved in creating something. I hate monotony. I am interested in starting a business because I want to improve the financial status of then people around me. But I'm pursuing B. Ed. and also teach students in private tuition. But my family is very unsupportive. They don't want me to start a business because they think I can't do it and I should be a teacher. I don't mind being a teacher and I do love to teach. But I'm more interested in business and I have a plan and vision. The thing is I haven't started yet. Because of lack of support and motivation. But after this session, I am thinking to give my dream a shot."", 'Sir अगर बात रोटी की आती है n to इंट्रेस्ट हो या नहीं वो करना पड़ता है फैमिली के लिए इसलिए हम मिडिल क्लास वाले लोग कभी पढ़ाई नही छोड़ सकते । आपका ये लॉजिक सुन ने के बाद और अपना स्टार्टअप वाला आइडिया सुन ने के बाद और ज्यादा डिप्रेशन फिल होने लगता है।😮', 'This series for me is a gem. Completely new and different perspectives.\nThank you sir.']"
202,UH41lspON18,"['Next level understanding of that feeling sandip sir', 'Agar kisi ka hath kaat diya ho bachpan m to vo kese relate kre isexample s', 'No offence ,take it as a joke \nBut sandip sir invite qualified people (of there own filled ,of course ) and teach them in there own subjects that boy/girl m the principal  here 😅', 'Awesome', 'Copying the past- jk teachings', '🙏❤🙏', 'Please tell us the name of psycologist', 'JO MIL GAYA USSE MUQADAR SAMAJ LIYA, JO KHO GAYA MAI USSE BHULATA CHALA GAYA, MAI ZINDAGI KA SATH NIBHATA CHALA GAYA.', 'Thank you so much 🥰🥰🥰', 'Thank you so much sir .....', ""I wish I was there,, because denial is not justification. You cannot simply get over your past without a purpose. And restructuring your belief system is false consolation for self. The only true and only way to overcome anything is to simply accept it, as it is, just the way it is. Denying one's belief about self is only temporary. Like if a past identity is delusion then your current identity is meaningless and your future is hopeless."", ""But who deal with past suffers even if they r not at any fault they suffer trauma and trauma is not in victim's control \nEven if the story can be different.. Maybe the killer can be victim too but the think is killing someone dors not justified right? \nPeople do see right and wrong but if a victim sees it it become painful for him or her.."", ""It's really amazing 😊😊❤"", 'Is me muze mam ka bhi input cha hiye tha....', 'Tq sir for this video..❤❤', 'Past is just a perfective', 'Thanks 🙏', 'Jisne us rishtey ki surat sachai se krni chai h to kya glt kiya h bata kr', 'Agr aapka past kuch aisa hua ho aapne kiya ho lekin khud ke vs me nhi kisi aur ke bs me aakr chori jasi gandi hrkt but aap khud ke vs m nhi the lekin kya uske present ko juge krna shi h kya kisi ko isliye chhodna glt h agr us insan n aapne past se her ek chij bata diya ho', 'Thank you']"
203,3oqSom_V7Zg,"['I am facing death fear anyone help me other any video link drop in comments', 'Sir ap great ho em Yasir from Pakistan', 'Love you ❤❤❤❤❤', 'Sir sir plz plz asie hi positive video bnao', 'Helo sir main nepal se hu main bahar jane ki li apply v kiya visa v aaga pheri uske baad saas fulne laga maan main dar jisa aagaya aur phir visa cancel ho gaya isko kise hataye kise chodye aur bahar ja sakye', 'clarity in practical  way of any topic so we love you sir from Nepal', 'How can I overcome my Existential and Meta OCD?', 'Afam to be Yes I Will Improve Myself ❤', 'Thank you sir mujhe bhi ye problem ho rahi thi ab thodi km hai lekin apko sunke acha laga love you sir 🙏🙏', 'Sir mere questions ye hai ki kya bhagwaan death pehle se  likh dete  hai ye nhi ? .', 'Sir please topic:if your first time monetorso how to handle class by 9 years old', 'Scientist maheshwari ❤❤❤🔥🔥🔥', 'Can anyone tell me sir that\nHow to overcome with astrolger fears', 'Abe gadhe vo bol kya rahe hai tu bol kya raha hai', '❤️', 'Sir great information 🙏🙏🙏🙏🙏🙏🙏❤️❤️😍😍😍', 'Sandeep sir is best ❤❤❤❤❤❤❤❤❤❤❤❤❤❤ my inspiration', 'Is ladki ka iq level zero hai', 'Great like Buddh 🙏🏻', 'Sir Mai app ka roj morning information sunta hai❤❤❤❤']"
204,1_3ROas99gY,"['Jay Hind \nGreat thanks for sharing your knowledge', 'Who is this person?', 'High deductible policy or supertopup policy', '23:30', 'Sar English kam km karo Kuchh log hote hain jinko English mein nahin aati hai', 'Sir kiya Titan market mein investment karnese acchaa hoga?', 'Best speech❤ 32:32', 'general basic concepts ,   no videos say how to buy & sell', 'Hello Sir,\n\nMost Informative podcast. However i would like to add some points.\n\n1. Health insurance without room cap limit.\n\n2. Separate insurance Plans for parents and self.\n\n3. Critical illness plans is a must.\n\n4. Having multiple Term insurance.\n1 crore for life till 60 years.\n\n2crore till 50 years age\n\n3 crore till  40 years age\n\n\nThis will give maximum cover when our life expectancy is higher.\n\n\n5. Gold purchased for marriage can be used for emergency funds. We can take gold loan', 'Wonderful information about high deductible or super top up policy. How can I contact the guest because I want to take the policy from him', 'Isko wahi samjhe jisko bohot English aati ho 😏', 'Best knowledge ever for life risk or day to day risk', 'sir please, continue this series 🙏', '👍 Etna to care hamare prasnal relation nahi karta jo sir app Etna care karte  hay\n AP apne life ma hamesa happy rahe thanku sir ji❤', 'Sir meko English nhi aati or videos me English jyada bolte h sb', 'Sir  jivan umar plane Karane se fayada hai.jisme three months me 3800 RS lagabag 35year dena padega jiske bad 2450000 milega jisme 500000 lagabhag dena padega, please bataie meri umar 27 year hai.....', 'can i add this ""top up"" option in my running policy ?, please help', '27:25\n1 term insurance critical illness\n2 health insurance with top up high deductable policy / life insurance\n\n50 lacks to 1 cr cover with insurance\n3 cover risk / disease / death / \n4 use credit 💳 card for 3 to 6 month in case of job loss']"
205,0LkO0FnIDdY,"['यीशु ने सुसंदेश का प्रचार शुरू कर दिया:\n “मन फिराओ! क्योंकि स्वर्ग का राज्य निकट है।”\n\nमत्ती 4:17\n✝️\nयीशु ने कहा, “मैं इस जगत में न्याय करने आया हूँ, ताकि वे जो नहीं देखते वे देखने लगें और वे जो देख रहे हैं, नेत्रहीन हो जायें।”\nयूहन्ना 9:39\n✝️\n\xa0“हम तुम्हें उस प्रतिज्ञा के विषय में सुसमाचार सुना रहे हैं\n\nप्रेरितों के काम 13:32\n✝️\nआदि में शब्द था। शब्द परमेश्वर के साथ था। शब्द ही परमेश्वर था।\n\nयूहन्ना 1:1\n\n(शब्द = परम पिता के एकमात्र पुत्र = यीशु =  परमेश्वर)\n✝️\nउस आदि शब्द ने देह धारण कर हमारे बीच निवास किया। हमने परम पिता के एकमात्र पुत्र के रूप में उसकी महिमा का दर्शन किया। वह करुणा और सत्य से पूर्ण था।\n\nयूहन्ना 1:14\n✝️\n\xa0जो कोई यह विश्वास करता है कि यीशु मसीह है, वह परमेश्वर की सन्तान बन जाता है और जो कोई परम पिता से प्रेम करता है वह उसकी सन्तान से भी प्रेम करेगा।\n\n1 यूहन्ना 5:1\n✝️\nयह वचन विश्वास के योग्य है कि:\nयदि हम उसके साथ मरे हैं, तो उसी के साथ जीयेंगे,\n\n2 तीमुथियुस 2:11\n✝️\nऔर यदि मसीह को नहीं जिलाया गया तो हमारा उपदेश देना बेकार है और तुम्हारा विश्वास भी बेकार है। \n\n1 कुरिन्थियों 15:4\n✝️\nकि यदि तू अपने मुँह से कहे, “यीशु मसीह प्रभु है,” और तू अपने मन में यह विश्वास करे कि परमेश्वर ने उसे मरे हुओं में से जीवित किया तो तेरा उद्धार हो जायेगा। \xa0क्योंकि अपने हृदय के विश्वास से व्यक्ति धार्मिक ठहराया जाता है और अपने मुँह से उसके विश्वास को स्वीकार करने से उसका उद्धार होता है।\nशास्त्र कहता है: “जो कोई उसमें विश्वास रखता है उसे निराश नहीं होना पड़ेगा।” यह इसलिए है कि यहूदियों और ग़ैर यहूदियों में कोई भेद नहीं क्योंकि सब का प्रभु तो एक ही है। और उसकी दया उन सब के लिए, जो उसका नाम लेते है, अपरम्पार है।\xa0“हर कोई जो प्रभु का नाम लेता है, उद्धार पायेगा।”\n\nरोमियों 10:9-13\n✝️', 'Truly inspiring sir every person has positive and negative qualities and to learn and grow through life.', 'Hum isiliye worship karte kyunki hum khaccharr hain😂😂😂😂', 'I listen to shit whole day and say shit in my dreams', ""You're great like Gautam Buddha sir🙏🏻"", 'Yeh admi chahta hai ke har koi isko worship kare hero ko nahe itna chidta hai tabhi toh itna patla hai aur iske toh body bhi nahe bante', 'I always believe what PATRICK said to SPONGEBOB\n\nHero worship is unhealthy..', 'Comedy ke liye podcast dekh leta hu 😂😂😂😂😎', 'এনে এজন বন্ধু হিচাপে নিৰ্বাচিত কৰা হৈছে যাৰ ওচৰত হৃদয়খন সপি দি সুখী অনূভব কৰিছোঁ সঁচাই আপুনি মহান ভাৰতীয় নাৰী সুৰক্ষিত অনুভৱ কৰিব পাৰিছো নিজৰ বুদ্ধি প্ৰয়োগ কৰিবলৈ সক্ষম কৰিছে যে এজন ব্যক্তিত্ব সম্পন্ন বন্ধু চন্দিপ মহেশ্বৰি জীৰ হৈ থাকিম গতিকে আমি অসমীয়া ভাষাত লিখা এই বেবসাইটো কৰিবলৈ সক্ষম কৰিছে আৰু এই পৃথিৱীৰ সকলো ঠাইতে কৰিব পাৰি সেই কাৰণে সাহসেৰে সন্মুখীন হৈছোঁ মই আপোনাক বুজিবলৈ সক্ষম হৈছোঁ মই আপোনাক ভাল পাওঁ আপুনি মোৰ মৰমৰ শ্ৰদ্ধাৰ ভক্তি সন্মান বিশ্বাস প্ৰতিক ৰূপে গণ্য কৰিছোঁ আপোনাক ধন্যবাদ জ্ঞাপন কৰিছোঁ বন্ধু।', '👍', 'Alagnessfreeeazaadbdshaapneceoazaadhaqknoas', 'ARE YOU NOT LOOKING PUBLIC ❓', '📷', 'Jordan Ka Fan hoon Par Me Juto Pe Naa Kharchu\nUski Me Chizo Ko Nai Aadat Ko Karta Pursue\n- Dino James', 'https://youtube.com/shorts/xFmOtsbzMXg?feature=share', '18:28 the statement was on point and very true', 'Sir mujhe actor banana hai sir mai apka kaun sa video dekhu', '11:04', '15:00,18:30,23:00', 'What a beautiful video . So relevant in what’s going on today with him. Hats off to you Sandeep .sadly - most of the ppl don’t understand you .']"
206,mSB8wMHxHKs,"['Bhai hindi hi bol le yare', 'Sir insaan ko life me sikna chaiye or life me Uttar na chayi wah koi insaan kr skta ye sir muje ek or Sandeep Sir banna ye ❤❤❤', '1:06:30', ""5:07 learning the most efficient way - confidence\n19:00 what to do?\n32:13 idea after 5 years. But it's the data of companies eho make it big like unicorn! - simple business\n36:50 willingness to aquire knowledge isn't there (efforts)\n46:00 root cause of not going or doing anything for freedom: nit knowing about financial freedom (goal/centre point)\n55:30\n1:01:00 what do I want from my life"", '#FinancialFreedom👍', 'Thank you so much sir ❤❤', 'Let me try again.', 'This is for me one of the best session thank you sandeep sir❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', '🇧🇩🇧🇩💓💓', 'Sir is the best teacher of human thinking  cage', '❤️ Kalyug ❤️ ke ❤️ Krishna ❤️ Sri ❤️ Sandeep ❤️ Maheshwari ❤️ sir ❤️ ji ❤️ ki ❤️ jai ❤️ ho ❤️ 8:38', '❤️ Love ❤️ from ❤️ india ❤️ jharkhand ❤️ jamshedpur ❤️ jugsalai ❤️ chaprahiya ❤️ mohallah ❤️ 0:11', 'Goosebumps', 'Hindi aati thi toh usime baat karna', 'sir and you have given us a great and important conversation .', 'Bhai IIT IIM me bhi exam se pehle rata marte hai', 'thanx sir ;\nIN SOME YEARS I WIILL DEFINITELY START A BUSINESS AND IT WILL GOES UP TO AUTOMATE', '00:00 - How to properly concerntrate on process?\r\n02:53 - How to get the confidence to achieve goal?\r\n06:08 - How to plan your day?\r\n08:59 - How to get clarity in our life / Pillars of Freedom ?\r\n13:11 - What is healthy relationship?\r\n15:23 - Importance of Passion\r\n21:16 - Discussion on Starting as early as possible\r\n24:54 - Starting something new / Risks invovled\r\n29:06 - Discussion on benefits of going to good college, Startups and Business\r\n35:26 - Mental block on doing the business / Reality of starting business\r\n41:43 - Getting clarity for products and services in Business\r\n44:04 - Discussion on procrastination, peer pressure and freedom\r\n48:24 - Discussion on corporate culture\r\n52:25 - Discussion on current mindset of people pursuing their careers\r\n56:16 - Burning your ships\r\n59:24 - Fear of unknown\r\n1:02:26 - Discussion on Psychological Freedom\r\n1:06:05 - Discussion on Side Hustle\r\n1:10:29 - What is actual need in the society / Intelligent way of living', 'sir can you please make video of the book ""psychology of money""', 'Sir\nHamne ek N G O start Kiya hai Earth decor foundation jo paryavaran ko protect karane ke liye kaam kar Raha hai\nIs  N G O ko start karen me aapki is video ka bahut bada role hai']"
207,7gu-J9HpG2g,"['""The Law of Attraction is not magic; you must take an Appropriate Action in the Right Direction to reach your goal.""', '🇧🇩🇧🇩💓💓', 'This Man Is Saving Humanity !', 'Mukr gya bilkul apne phle wali video se', 'Law of attraction ka to pta ni kam krta h ki nhi pr man m wish rkhni chahiye kahi na kahi ham khud b khud unhe pura krne m lge rhte h', 'Law of Attraction works but one must have devotion, belief, struggle, consistency and patience. Person could get his desire fullfilled at any stage oh his life. Jai Shri Krishna 🚩🚩🙏', 'I appreciate that girl, who asked such great questions👍🏻\nThank you both ❤', '4:33  😂', '❤❤thank you sir nice sir amzing ward', 'Thankyou so much sir 👍👌🌺🥀🌺🥀🌺🙏🙏🙏🙏🙏', 'It is good sir law of attraction', 'क्या दुनिया में सभी करोड़पति , करोड़पति  होने के लिए  capable थे ? \r\nक्या सुदामा ब्रह्मज्ञानी होते हुए भी इतने सालों तक धन के लिए capable नहीं हुए? \r\nऔर सूरदास ? क्या धन के लिए कोई capability होती है ? होती है तो क्या ?\r\nहिटलर तो बिलकुल नहीं होना चाहिए capable ....... \r\nबात capability की तो बिलकुल नहीं लगती।', 'This want ... Is problem', '23:00', '13:40', '12:00', 'Karne ka desire ✅\nPane ka Desire ❌', 'Thanks sir', 'अपनी केपेबीलीटी के हिसाब से विजयुलाइझ करने से आत्मविश्वास बढता है', 'Law of attraction = Law of action ❤']"
208,UVpn0f2_90g,"['can anyone give the transcript of this video pls 🥲', 'sandeep sir u didnt give any tips for self discipline how can i force myself to love something 🙁', 'Best motivation✌❣', '9:35', '13:42', 'शुक्रिया❤ sir', 'Sir aap examples kasa shoocta hoo', ""I'm neet prepration student....."", 'Thank you sir for motivating  to all of us . As being a class 9th student I always feared of what will happen in board exam. This video help me a lot. Love you sir❤', 'I feel his man was quite obsessed with his prep journey. That is why he was facing those prblms', 'Thank you sir', 'Discipline is most important for yourself', 'This is true masterpiece 👌👌❤❤', 'Thanks you so much sir 🙌🏻❤ love your understanding ways ❤❤❤❤❤', 'Sir apki tips bahut sandar h , thank you so much for this video 🙏🙏🙏🙏🙏', 'Thankyou sir❤❤❤', 'Nice video sir', 'Ye ssc vala hai kya......', 'This is best motivational video for all students ❤❤', 'Thankyou sir']"
209,JVPsYTLLbLo,"['Thank  you   so  much  !\n\n👏👏👏👏👏👏👏❣️', 'Sandeep sir mai kuch vi shikta hu to o kabhi nahi sikh sakta', 'I’ll get 100/100 in the subject of all and in my mind', 'Rated 5/5 by me for sandeep sir ❤❤❤❤😊😊😊😊😮😮😮😮', ""Let's  be aware what we are doing right now"", 'APNE MIND KO FOCUS KAISE KARE', 'पढ़ाई के लिए तुमलोगो के पास इतने पैसे कैसे आ जाते है  ? साली इतनी सारी किताबें पढ़ी है लेकिन सारी फ्री वाली pdf!', 'Sir main  bhahot pareshan hu main bhahot kuch krna chahti hu lekin focus nhi kr pa rhi hu bilkul Sir plz help me 😞', 'Sir life main apse aak baar live melna hai😮', 'You guys can think why a man is working hard for 12 years without money he is only for us students only for students not for any businessman', 'Hllo sir \nSir mujhe apse milna hai because me apni life me bhaut jada distract ho gyi hu or bhaut confuse hu....sari kosish kar li pr me apne goal tak nahi pauch paa rahi......\nI really need your advise sir.....🙏', 'This session I loved because \nI am a working person and teaching women  this is same problem', 'लड़की स्मार्ट है 😅', 'Hello sir', 'Apki video dekhna bhi meditation se kam nahi hai sir 😂😂', 'Sandeep bhau ki jay', 'India needs such persons ..👌👌👌', 'Sandeep sir is best motivational speaker.... 👏', 'Very Important topic and covered in a very simple way. Wow. God send person to give & help all of us (who are ready to learn).', 'Sandeep sir ka video ko diyan se\n dekhna  hi  meditation hai ❤❤❤😊😊']"
210,Phtp0ksvoYo,"['🇧🇩🇧🇩💓💓', 'I know CAs in my area who earn easily 2-4 lakhs in a month', 'After every 5 mint girl be like = ohhhhhhhh 😂', 'His brain is an epitome of success. He eats, drinks, sleeps and breathes success ideas ❤', 'This is not good that she speak in English-language why she speak in English ? Really bad every kind of people wants to watch this video but not watch due to this eng.\nI write this comment in eng just because of those people who say that I am not able to speak English. \nYrr Hindi extinction prr naa ajae agar kisi ko Aisa nhi lgta toh ek baar apne bachon se piee Hindi mein baat krke dokho.', 'Sandeep sirr app great ho 😮😮❤', '11:51 it is easiest done than said.....', 'Business Idea - 6:00', 'VA techari 😂😂😂', 'Ye video dekh liya 😊👌', 'I am an IAS officer but my passion is acting pls suggest me what should I do?', ""Creating career awareness is my passion & will do the same till every student in this world will understand that career (Goal) must be choosen scientifically based on Ability & Dream (though my definitions of these 2 words are definitely unconventional) not emotionally or influenced by societal factors. Once their individual Goal is set & they understand the magical power of memory, concentration & Grit in attitude nothing can stop them from achieving their own Goal. This career Goal will lead to achieving their Goal of Life that is boundless happiness. We will have a Happy World. Let's spread love through Career Counselling ❤😊❤"", '❤🙏🏻🌷', '16.50 how to crack CA in first attempt (from all sort of life situation or my personal experience title)', 'Who watching in 2023❤', 'Sir mera goals age sath sath badlte rahta hai', 'Oo😂', 'She speaks nice english', 'Thinking to quiet CA after this video', 'Joss..Just follow the steps for choosing career']"
